16777472,16778239,福建,福州
16779264,16781311,广东,广州
16785408,16793599,广东,广州
16842752,16843007,福建,福州
16843264,16844799,福建,福州
16844800,16859135,广东,广州
16908288,16908799,福建,福州
16908800,16909055,北京,北京
16909312,16910335,福建,福州
16910336,16941055,广东,广州
16973824,17039359,广东,广州
17039616,17040383,福建,福州
17040384,17040639,北京,北京
17040640,17055743,福建,福州
17055744,17072127,广东,广州
17072128,17367039,福建,福州
17432576,17435135,福建,福州
17435392,17436671,福建,福州
17436672,17465343,广东,广州
17563648,17825791,北京,北京
18350080,18421759,内蒙古,呼和浩特
18421760,18422015,内蒙古,乌兰察布
18422016,18481151,内蒙古,呼和浩特
18481152,18486271,内蒙古,赤峰
18486272,18486527,内蒙古,呼伦贝尔
18486528,18546687,内蒙古,赤峰
18546688,18553343,内蒙古,通辽
18553344,18553599,内蒙古,呼伦贝尔
18553600,18563071,内蒙古,通辽
18563072,18874367,内蒙古,呼和浩特
18874368,18939903,香港,香港
19005440,19136511,台湾,台北市
19136512,19202047,香港,香港
19726336,19791871,北京,北京
19922944,19956991,贵州,贵阳
19956992,19957247,贵州,铜仁
19957248,20008191,贵州,贵阳
20008192,20008447,贵州,遵义
20008448,20017151,贵州,贵阳
20017152,20017407,贵州,六盘水
20017408,20036863,贵州,贵阳
20036864,20037119,贵州,黔南
20037120,20037631,贵州,贵阳
20037632,20054015,贵州,安顺
20054016,20119551,宁夏,银川
20119552,20150271,山东,济南
20150272,20152319,安徽,合肥
20152320,20160511,山东,济南
20160512,20162559,山东,潍坊
20162560,20168703,山东,德州
20168704,20185087,山东,济南
20447232,20479999,黑龙江,哈尔滨
20480000,20496383,黑龙江,牡丹江
20496384,20512767,黑龙江,哈尔滨
20512768,20520959,黑龙江,绥化
20520960,20546047,黑龙江,齐齐哈尔
20546048,20554495,黑龙江,双鸭山
20554496,20567807,黑龙江,齐齐哈尔
20567808,20568063,黑龙江,鸡西
20568064,20578047,黑龙江,齐齐哈尔
20578048,20578303,黑龙江,鸡西
20578304,20643839,黑龙江,哈尔滨
20643840,20676607,黑龙江,大庆
20676608,20709375,黑龙江,佳木斯
20709376,20717567,黑龙江,哈尔滨
20717568,20725759,黑龙江,黑河
20725760,20726527,黑龙江,哈尔滨
20726528,20726783,黑龙江,七台河
20726784,20747775,黑龙江,哈尔滨
20747776,20750079,黑龙江,伊春
20750080,20758527,黑龙江,哈尔滨
20758528,20774911,黑龙江,齐齐哈尔
20774912,20807679,黑龙江,绥化
20807680,20905983,黑龙江,哈尔滨
20905984,20914175,黑龙江,鸡西
20914176,20922879,黑龙江,哈尔滨
20922880,20923135,黑龙江,大兴安岭
20923136,20930559,黑龙江,哈尔滨
20930560,20938751,黑龙江,大庆
20938752,20940031,黑龙江,哈尔滨
20940032,20947199,黑龙江,绥化
20947200,20963583,黑龙江,哈尔滨
20963584,20963839,黑龙江,伊春
20963840,20971519,黑龙江,哈尔滨
20971520,21102591,香港,香港
21233664,21495807,山西,太原
22020096,22085631,陕西,西安
22085632,22118399,陕西,渭南
22118400,22151167,陕西,汉中
22151168,22157055,陕西,西安
22157056,22157311,陕西,商洛
22157312,22161919,陕西,西安
22161920,22162175,陕西,安康
22162176,22168831,陕西,西安
22168832,22169087,陕西,榆林
22169088,22174207,陕西,西安
22174208,22174463,陕西,榆林
22174464,22495231,陕西,西安
22495232,22527999,陕西,榆林
22528000,22544383,陕西,西安
22544384,23068671,北京,北京
27262976,28311551,台湾,台北市
28573696,28606463,内蒙古,呼和浩特
28606464,28606719,内蒙古,乌海
28606720,28835839,内蒙古,呼和浩特
28835840,28901375,广东,广州
28901376,28925951,广西,南宁
28925952,28950527,广东,广州
28950528,28966911,广西,桂林
29097984,29111551,黑龙江,哈尔滨
29111552,29111807,黑龙江,双鸭山
29111808,29360127,黑龙江,哈尔滨
29360128,29458431,河南,郑州
29458432,29491199,河南,洛阳
29491200,29540351,河南,平顶山
29540352,29556735,河南,安阳
29556736,29573119,河南,新乡
29573120,29582335,河南,三门峡
29582336,29582591,河南,焦作
29582592,29590271,河南,三门峡
29590272,29590527,河南,濮阳
29590528,29593855,河南,三门峡
29593856,29600767,河南,濮阳
29600768,29622271,河南,三门峡
29622272,29687807,河南,商丘
29687808,29698303,河南,许昌
29698304,29704191,河南,漯河
29704192,29717759,河南,周口
29717760,29718271,河南,驻马店
29718272,29720575,河南,周口
29720576,29730815,河南,许昌
29730816,29732095,河南,南阳
29732096,29738239,河南,许昌
29738240,29741055,河南,济源
29741056,29743871,河南,许昌
29743872,29744127,河南,安阳
29744128,29746943,河南,许昌
29746944,29747199,河南,周口
29747200,29753343,河南,许昌
29753344,29786111,河南,郑州
29786112,29802495,河南,新乡
29802496,29818879,河南,郑州
29818880,29835263,河南,漯河
29835264,29851647,河南,新乡
29851648,29868031,河南,三门峡
29868032,29884415,河南,新乡
29884416,29949951,台湾,台北市
30015488,30146559,北京,北京
30146560,30179327,贵州,贵阳
30179328,30189567,贵州,遵义
30189568,30189823,贵州,贵阳
30189824,30195711,贵州,遵义
30195712,30212095,贵州,贵阳
30212096,30227199,贵州,遵义
30227200,30227455,贵州,贵阳
30227456,30244863,贵州,遵义
30244864,30277631,贵州,贵阳
30277632,30295807,贵州,六盘水
30295808,30302207,贵州,黔西南
30302208,30343167,贵州,六盘水
30343168,30345983,贵州,贵阳
30345984,30346239,贵州,黔东南
30346240,30387711,贵州,贵阳
30387712,30387967,贵州,安顺
30387968,30408703,贵州,贵阳
234881024,234883071,广东,广州
234884096,234885119,福建,福州
234913792,234946559,香港,香港
234946560,234947583,福建,福州
234951680,234952703,香港,香港
235929600,236453887,广东,广州
236453888,236519423,广东,东莞
236519424,236584959,广东,佛山
236584960,236978175,广东,广州
241598464,241599487,福建,福州
241605632,241606655,上海,上海
241627136,241631231,香港,香港
241631232,241696767,北京,北京
241696768,242221055,重庆,重庆
242221056,242286591,广东,惠州
242286592,242302975,广东,阳江
242302976,242319359,广东,茂名
242319360,242335743,广东,湛江
242335744,242352127,广东,茂名
242352128,242425855,广东,中山
242425856,242483199,广东,广州
242483200,242581503,广东,珠海
242581504,242597887,广东,江门
242597888,242614271,广东,珠海
242614272,242679807,广东,江门
242679808,242810879,广东,东莞
242810880,243269631,广东,广州
243400704,243531775,北京,北京
243662848,243692543,宁夏,银川
243692544,243697407,宁夏,吴忠
243697408,243710207,宁夏,银川
243710208,243710463,宁夏,固原
243710464,243719423,宁夏,银川
243719424,243726335,宁夏,中卫
243726336,243793919,宁夏,银川
243793920,243859455,香港,香港
244318208,244334591,广东,佛山
244334592,244645887,广东,广州
244645888,244662271,广东,清远
244662272,244908031,广东,广州
244908032,245039103,广东,深圳
245039104,245104639,广东,广州
245104640,245112831,广东,东莞
245112832,245170175,广东,广州
245170176,245235711,广东,佛山
245235712,245268479,广东,汕头
245268480,245284863,广东,梅州
245284864,245301247,广东,汕头
245301248,245334015,广东,韶关
245334016,245350399,广东,河源
245350400,245366783,广东,汕尾
247479296,247480319,北京,北京
247483392,247484415,福建,福州
247726080,247857151,北京,北京
247857152,247988223,香港,香港
248250368,248330495,云南,昆明
248330496,248335871,云南,玉溪
248335872,248381439,云南,昆明
248512512,248578047,广东,茂名
248578048,248610815,广东,肇庆
248610816,248628479,广东,阳江
248628480,248643583,广东,云浮
248643584,248709119,广东,湛江
248709120,249036799,广东,佛山
249036800,249495551,广东,东莞
249495552,249561087,广东,佛山
453509120,454033407,重庆,重庆
454033408,454295551,湖北,武汉
454295552,454361087,湖北,荆州
454361088,454426623,湖北,宜昌
454426624,454492159,湖北,武汉
454492160,454500351,湖北,孝感
454500352,454623231,湖北,武汉
454623232,454639615,湖北,荆门
454639616,455081983,湖北,武汉
455272448,455274495,广东,广州
455344128,455409663,广东,佛山
455409664,455475199,广东,东莞
455475200,455540735,广东,深圳
455540736,455603199,广东,广州
455603200,455603455,广东,揭阳
455603456,455606271,广东,广州
455606272,455639039,广东,惠州
455639040,455671807,广东,湛江
455671808,455704575,广东,江门
455704576,455737343,广东,汕头
455737344,455770111,广东,珠海
455770112,455802879,广东,中山
455802880,455819263,广东,河源
455819264,455834623,广东,揭阳
455834624,455834879,广东,韶关
455834880,455835391,广东,揭阳
455835392,455852031,广东,梅州
455852032,455852287,广东,潮州
455852288,455852543,广东,揭阳
455852544,455860223,广东,潮州
455860224,455868415,广东,揭阳
455868416,455933951,广东,东莞
455933952,455938047,广东,江门
455938048,455999487,广东,佛山
455999488,456073215,广东,广州
456073216,456073471,广东,东莞
456073472,456097535,广东,广州
456097536,456097791,广东,揭阳
456097792,456098047,广东,东莞
456098048,456130559,广东,广州
456271872,456273919,广东,广州
456294400,456327167,河南,新乡
456327168,456523775,台湾,台北市
456542208,456544255,广东,广州
456562688,456564735,广东,广州
456572928,456589311,安徽,滁州
459333632,459341823,台湾,台北市
459456512,459460607,香港,香港
459460608,459464703,北京,北京
459464704,459467519,西藏,拉萨
459467520,459468287,西藏,日喀则
459468288,459468799,西藏,山南
459468800,459472895,西藏,拉萨
459542528,459544575,香港,香港
459547648,459548671,广东,珠海
459554816,459571199,台湾,台北市
459735040,459800575,广东,广州
459866112,459931647,台湾,台北市
459964416,459980799,广东,深圳
459983872,459984895,北京,北京
460136448,460144639,北京,北京
460161024,460193791,澳门,澳门
460210176,460214271,香港,香港
460300288,460312575,香港,香港
460324864,460341247,天津,天津
460345344,460349439,北京,北京
460423168,460439551,上海,上海
460521472,460554239,上海,上海
460598272,460599295,北京,北京
460933120,460935167,广东,广州
460945408,460947455,广东,广州
460983296,460984319,香港,香港
461054976,461062143,香港,香港
461094912,461099007,香港,香港
461287424,461307903,香港,香港
461373440,461418239,河北,石家庄
461418240,461418495,河北,沧州
461418496,461428223,河北,石家庄
461428224,461428479,河北,邯郸
461428480,461431039,河北,石家庄
461431040,461431295,河北,唐山
461431296,461471743,河北,石家庄
461471744,461483007,河北,保定
461483008,461483263,河北,邯郸
461483264,461488127,河北,保定
461488128,461504511,河北,石家庄
461626368,461627391,北京,北京
462422016,462487551,重庆,重庆
462618624,462635007,台湾,台北市
462684160,462913535,福建,福州
462913536,462979071,福建,泉州
462979072,463011839,福建,福州
463011840,463044607,福建,泉州
463044608,463077375,福建,福州
463077376,463110143,福建,厦门
463110144,463339519,福建,福州
463339520,463347711,福建,漳州
463347712,463454207,福建,福州
463454208,463470591,福建,莆田
465043456,465174527,河北,石家庄
465174528,465305599,河北,保定
465305600,465371135,河北,邯郸
465371136,465436671,河北,廊坊
465436672,465567743,河北,唐山
465567744,465633279,山东,潍坊
465633280,465698815,山东,青岛
465698816,465764351,山东,烟台
465764352,465829887,山东,淄博
465829888,465843199,山东,莱芜
465843200,465843455,山东,聊城
465843456,465895423,山东,莱芜
465895424,465960959,山东,临沂
465960960,466026495,山东,济宁
466026496,466092031,山东,济南
466092032,466157567,山东,滨州
466157568,466288639,山东,济南
466288640,466354175,山东,威海
466354176,466419711,山东,滨州
466419712,466485247,山东,济南
466485248,466501631,山东,菏泽
466501632,466550783,山东,济南
466550784,466616319,山东,滨州
466616320,466681855,山东,济南
466681856,466747391,山东,滨州
466747392,467599359,山东,济南
467599360,467664895,山东,青岛
467664896,467684607,甘肃,兰州市
467684608,467684863,甘肃,陇南
467684864,467726847,甘肃,兰州市
467726848,467727103,甘肃,酒泉
467727104,467730431,甘肃,兰州市
467730432,467825663,甘肃,兰州
467825664,467825919,甘肃,张掖
467825920,467861503,甘肃,兰州
467861504,467869695,甘肃,庆阳
467869696,467927039,甘肃,兰州
468713472,469237759,台湾,台北市
603979776,603980799,福建,福州
603981824,603983871,上海,上海
603983872,603996159,广东,广州
603996160,604012543,北京,北京
604045312,604110847,北京,北京
604241920,604340223,安徽,合肥
604340224,604356607,安徽,铜陵
604356608,604504063,安徽,合肥
605028352,606076927,浙江,杭州
606076928,606339071,安徽,合肥
606339072,606404607,广东,深圳
606404608,606412799,广东,广州
606412800,606413823,香港,香港
606413824,606414335,福建,福州
606414592,606414847,福建,福州
606414848,606420991,广东,广州
606601216,607125503,陕西,西安
607125504,607256575,吉林,吉林
607322112,607387647,北京,北京
607649792,608174079,安徽,合肥
610271232,612368383,浙江,杭州
612827136,612892671,福建,厦门
618659840,619708415,台湾,台北市
620232704,620298239,福建,福州
620298240,620314623,福建,泉州
620314624,620494847,福建,福州
620625920,620691455,北京,北京
654311424,654311679,福建,福州
654311936,654313471,福建,福州
654313472,654376959,广东,广州
654376960,654442495,台湾,台北市
654835712,655359999,台湾,台北市
658505728,660602879,山东,济南
660602880,661651455,香港,香港
704643072,704644095,福建,福州
704645120,704649215,广东,广州
704649216,704650239,福建,福州
704651264,704659455,广东,广州
704659456,704675839,台湾,台北市
704675840,704708607,浙江,杭州
704708608,704722943,广东,广州
704722944,704723967,福建,福州
704741376,704774143,河南,郑州
704774144,704905215,香港,香港
704905216,705167359,辽宁,沈阳
707788800,707805183,湖南,长沙
707805184,707821567,湖南,怀化
707821568,707854335,湖南,衡阳
707854336,707866623,湖南,长沙
707866624,707866879,湖南,娄底
707866880,707887103,湖南,长沙
707887104,707895295,湖南,怀化
707895296,707919871,湖南,郴州
707919872,707985407,重庆,重庆
707985408,708050943,河南,郑州
708050944,708575231,辽宁,沈阳
708739072,708751359,广东,广州
708752384,708753407,福建,福州
708753408,708755455,广东,广州
708771840,708837375,宁夏,银川
708837376,709885951,台湾,台北市
709885952,710017023,天津,天津
710098944,710103039,广东,广州
710103040,710104063,福建,福州
710105088,710115327,广东,广州
710115328,710148095,北京,北京
710148096,710410239,辽宁,沈阳
710410240,710934527,甘肃,兰州
710950912,710961151,广东,广州
710962176,710963199,福建,福州
710963200,710967295,广东,广州
710967296,711000063,北京,北京
711000064,711065599,吉林,吉林
711065600,711131135,香港,香港
711131136,711159807,广东,广州
711159808,711160831,福建,福州
711161856,711163903,广东,广州
711196672,711458815,黑龙江,哈尔滨
712507392,712525823,上海,上海
712525824,712526079,浙江,杭州
712526080,712638463,上海,上海
712638464,712703999,天津,天津
712704000,712712191,广东,广州
712713216,712714239,福建,福州
712714240,712736767,广东,广州
712736768,712769535,重庆,重庆
713031680,714080255,北京,北京
714866688,714874879,广东,广州
714875904,714876927,福建,福州
714876928,714899455,广东,广州
714899456,714932223,北京,北京
716177408,716701695,辽宁,沈阳
716701696,716832767,黑龙江,哈尔滨
716832768,716929023,广东,广州
716929024,716930047,福建,福州
716931072,716963839,北京,北京
717225984,717357055,上海,上海
717357056,717359103,广东,广州
717359104,717360127,福建,福州
717360128,717361151,北京,北京
717361152,717389823,广东,广州
717389824,717422591,上海,上海
717619200,717627391,湖北,武汉
717750272,717815807,香港,香港
717815808,717848575,北京,北京
717881344,718012415,辽宁,沈阳
718274560,719323135,北京,北京
719323136,719388671,河南,郑州
719388672,719396863,河南,驻马店
719396864,719454207,河南,平顶山
719454208,719550719,河南,郑州
719550720,719551999,河南,许昌
719552000,719573759,河南,郑州
719573760,719574015,河南,信阳
719574016,720371711,河南,郑州
720502784,720633855,云南,昆明
720633856,720650239,江苏,苏州
720650240,720895999,江苏,南京
720896000,721420287,辽宁,沈阳
822345728,822607871,北京,北京
825491456,825753599,上海,上海
826277888,826802175,江苏,南京
826802176,826933247,江苏,苏州
826933248,826998783,江苏,南京
826998784,827064319,江苏,苏州
827064320,827129855,江苏,无锡
827129856,827391999,江苏,南京
827392000,827457535,江苏,徐州
827457536,827523071,江苏,南京
827523072,827588607,江苏,盐城
827588608,827654143,江苏,南京
827654144,827719679,江苏,泰州
827719680,827736063,江苏,扬州
827736064,827785215,江苏,南京
827785216,827850751,江苏,淮安
827850752,827916287,江苏,连云港
827916288,827981823,江苏,宿迁
827981824,828375039,江苏,南京
829423616,829439999,新疆,巴音郭楞
829440000,829947903,新疆,乌鲁木齐
829947904,830078975,湖北,武汉
830078976,830085119,河南,郑州
830085120,830091263,河南,周口
830091264,830095359,河南,安阳
830095360,830144511,湖北,武汉
830144512,830156799,湖南,湘潭
830156800,830160895,湖北,武汉
830160896,830177279,湖南,长沙
830177280,830210047,湖北,武汉
830472192,830472447,福建,福州
830472704,830473215,福建,福州
830488576,830496767,台湾,台北市
830500864,830504959,台湾,台北市
830603264,830734335,香港,香港
831258624,831336447,吉林,长春
831340544,831363071,吉林,长春
831373312,831379455,辽宁,大连
831514624,831515647,香港,香港
832045056,832045311,江苏,苏州
832438272,832569343,台湾,台北市
835715072,835780607,陕西,西安
835780608,835784703,新疆,石河子
835784704,835796991,新疆,乌鲁木齐
835796992,835813375,青海,西宁
835813376,835846143,陕西,西安
835846144,835878911,湖北,武汉
836042752,836046847,香港,香港
836075520,836501503,台湾,台北市
836501504,836517887,湖北,武汉
836632576,836648959,湖北,武汉
837287936,837550079,北京,北京
837746688,837763071,上海,上海
837795840,837812223,广东,珠海
838262784,838270975,香港,香港
973996032,974127103,山东,济南
974127104,974155775,贵州,贵阳
974155776,974157055,贵州,黔南
974157056,974157311,贵州,遵义
974157312,974159871,贵州,黔南
974159872,974160895,贵州,贵阳
974160896,974161151,贵州,安顺
974161152,974165247,贵州,贵阳
974165248,974168063,贵州,黔东南
974168064,974169599,贵州,贵阳
974169600,974169855,贵州,黔西南
974169856,974170111,贵州,贵阳
974170112,974171903,贵州,黔西南
974171904,974172159,贵州,贵阳
974172160,974176255,贵州,毕节
974176256,974176511,贵州,贵阳
974176512,974176767,贵州,铜仁
974176768,974177279,贵州,贵阳
974177280,974177535,贵州,铜仁
974177536,974178047,贵州,贵阳
974178048,974180351,贵州,铜仁
974180352,974183935,贵州,六盘水
974183936,974184703,贵州,贵阳
974184704,974184959,贵州,黔西南
974184960,974192639,贵州,贵阳
974192640,974200319,江西,南昌
974200320,974200831,江西,九江
974200832,974201599,江西,南昌
974201600,974201855,江西,上饶
974201856,974202111,江西,九江
974202112,974205951,江西,南昌
974205952,974206463,江西,九江
974206464,974207487,江西,南昌
974207488,974208255,江西,萍乡
974208256,974209535,江西,南昌
974209536,974209791,江西,新余
974209792,974211583,江西,南昌
974211584,974211839,江西,宜春
974211840,974213375,江西,南昌
974213376,974213887,江西,吉安
974213888,974214143,江西,南昌
974214144,974214655,江西,九江
974214656,974215167,江西,南昌
974215168,974215935,江西,鹰潭
974215936,974216191,江西,南昌
974216192,974216703,江西,吉安
974216704,974216959,江西,赣州
974216960,974217215,江西,吉安
974217216,974219263,江西,抚州
974219264,974220031,江西,上饶
974220032,974221311,江西,南昌
974221312,974223359,江西,赣州
974223360,974225407,江西,九江
974225408,974258175,重庆,重庆
974258176,974262271,内蒙古,兴安
974262272,974266367,内蒙古,包头
974266368,974270463,内蒙古,鄂尔多斯
974270464,974274559,内蒙古,巴彦淖尔
974274560,974278655,内蒙古,乌海
974278656,974282751,内蒙古,阿拉善
974282752,974286847,内蒙古,乌兰察布
974286848,974288383,内蒙古,锡林郭勒
974288384,974288639,内蒙古,呼和浩特
974288640,974290943,内蒙古,锡林郭勒
974290944,974291199,内蒙古,呼和浩特
974291200,974295039,内蒙古,赤峰
974295040,974299135,内蒙古,通辽
974299136,974302975,内蒙古,呼和浩特
974302976,974303487,内蒙古,包头
974303488,974307327,内蒙古,呼伦贝尔
974307328,974308863,内蒙古,呼和浩特
974308864,974313983,内蒙古,通辽
974313984,974320639,内蒙古,呼伦贝尔
974320640,974320895,内蒙古,包头
974320896,974321151,内蒙古,呼伦贝尔
974321152,974321407,内蒙古,包头
974321408,974321663,内蒙古,呼伦贝尔
974321664,974323711,内蒙古,鄂尔多斯
974323712,974347315,湖北,武汉
974347316,974347375,辽宁,沈阳
974347376,974347625,湖北,武汉
974347626,974347626,辽宁,大连
974347627,974349567,湖北,武汉
974349568,974349823,湖北,宜昌
974349824,974355455,湖北,武汉
974355456,974355967,湖北,孝感
974355968,974356735,湖北,武汉
974356736,974356991,湖北,荆州
974356992,974357247,湖北,黄冈
974357248,974357375,湖北,武汉
974357376,974357503,湖北,宜昌
974357504,974357759,湖北,十堰
974357760,974358015,湖北,孝感
974358016,974358271,湖北,武汉
974358272,974358527,湖北,天门
974358528,974359039,湖北,武汉
974359040,974359295,湖北,宜昌
974359296,974359551,湖北,恩施
974359552,974359807,湖北,黄石
974359808,974360063,湖北,荆门
974360064,974360575,湖北,黄石
974360576,974361599,湖北,宜昌
974361600,974362623,湖北,黄石
974362624,974363647,湖北,荆州
974363648,974364159,湖北,武汉
974364160,974364415,湖北,恩施
974364416,974364671,湖北,武汉
974364672,974365695,湖北,荆门
974365696,974365951,湖北,潜江
974365952,974366207,湖北,仙桃
974366208,974366463,湖北,天门
974366464,974366719,湖北,武汉
974366720,974367487,湖北,随州
974367488,974367743,湖北,武汉
974367744,974368767,湖北,恩施
974368768,974369791,湖北,宜昌
974369792,974370815,湖北,武汉
974370816,974371839,湖北,黄石
974371840,974373887,湖北,荆州
974373888,974374911,湖北,十堰
974374912,974375493,湖北,荆门
974375494,974375494,湖北,武汉
974375495,974375935,湖北,荆门
974375936,974376959,湖北,鄂州
974376960,974377215,湖北,咸宁
974377216,974377983,湖北,黄冈
974377984,974379007,湖北,孝感
974379008,974380031,湖北,仙桃
974380032,974380543,湖北,咸宁
974380544,974383103,湖北,荆州
974383104,974385151,湖北,武汉
974385152,974387199,湖北,宜昌
974387200,974388735,湖北,黄石
974388736,974389247,湖北,武汉
974389248,974422015,湖南,长沙
974422016,974430207,湖南,岳阳
974430208,974436351,湖南,衡阳
974436352,974438399,湖南,长沙
974438400,974446591,湖南,株洲
974446592,974450687,湖南,湘潭
974450688,974452735,湖南,益阳
974452736,974454783,湖南,郴州
974454784,974520319,吉林,吉林
974520320,974528511,福建,福州
974528512,974528767,福建,宁德
974528768,974529535,福建,福州
974529536,974532607,福建,宁德
974532608,974536959,福建,福州
974536960,974537983,福建,莆田
974537984,974539263,福建,福州
974539264,974540287,福建,莆田
974540288,974540799,福建,福州
974540800,974543871,福建,龙岩
974543872,974553087,福建,福州
974553088,974554879,福建,莆田
974554880,974555135,福建,厦门
974555136,974558975,福建,莆田
974558976,974559231,福建,厦门
974559232,974561279,福建,莆田
974561280,974565375,福建,宁德
974565376,974569471,福建,南平
974569472,974577663,福建,三明
974577664,974585855,福建,龙岩
974585856,974602239,福建,厦门
974602240,974610431,福建,泉州
974610432,974610943,福建,漳州
974610944,974611199,福建,厦门
974611200,974618623,福建,漳州
974618624,974622719,福建,厦门
974622720,974623999,福建,福州
974624000,974624255,福建,泉州
974624256,974625023,福建,福州
974625024,974643711,福建,泉州
974643712,974651391,福建,厦门
974651392,974782463,上海,上海
975044608,975175679,北京,北京
975175680,975831039,上海,上海
975831040,975847423,贵州,遵义
975847424,975853055,贵州,黔南
975853056,975863807,贵州,黔东南
975863808,975871999,贵州,铜仁
975872000,975878911,贵州,毕节
975878912,975879167,贵州,贵阳
975879168,975880191,贵州,毕节
975880192,975888383,贵州,六盘水
975888384,975896575,贵州,贵阳
975896576,975962111,重庆,重庆
975962112,975994879,湖南,岳阳
975994880,976015103,湖南,湘西
976015104,976015359,湖南,长沙
976015360,976018687,湖南,张家界
976018688,976019199,湖南,长沙
976019200,976026111,湖南,湘西
976026112,976027647,湖南,长沙
976027648,976032783,湖南,株洲
976032784,976032784,湖南,长沙
976032785,976060415,湖南,株洲
976060416,976093183,湖南,湘潭
976093184,976125951,湖南,娄底
976125952,976156671,湖南,怀化
976156672,976158719,湖南,长沙
976158720,976174581,湖南,常德
976174582,976174582,湖南,益阳
976174583,976178497,湖南,常德
976178498,976178498,湖南,益阳
976178499,976191487,湖南,常德
